Gene	Vector-1	Vector-2	Vector-3	CEP120-1	CEP120-2	CEP120-3
MIR548F2	0	0	0	0	0	0
RASGRP4	0	0	1	6	1	4
LRRN3	0	0	0	0	4	0
LRRN2	6	10	11	4	10	12
MIR6715B	0	0	0	0	0	0
COX7B2	0	0	0	0	0	0
HSCB	363	364	370	359	349	475
FLJ37505	0	0	0	0	0	0
MIR514B	0	0	0	0	0	0
LOC440742	0	0	0	0	0	0
ST3GAL6-AS1	0	0	0	0	0	0
IFITM5	7	0	0	0	0	0
LOC105370868	0	0	0	0	0	0
HCK	0	0	0	0	0	0
FIBCD1	758	907	712	993	1072	981
C7orf25	22	24	26	24	13	24
C7orf26	556	604	562	752	623	820
ZNF426	835	1100	927	1114	1504	1192
ZNF425	47	87	107	95	79	99
ZNF423	0	0	0	0	0	0
ZNF420	210	160	207	269	267	200
ZNF428	488	636	456	589	510	817
ZNF429	0	0	0	0	0	0
CCDC189	37	36	39	37	74	42
CCDC188	1	13	1	8	11	5
MIR4739	0	0	0	0	0	0
CCDC181	6	5	9	3	6	5
CCDC180	6	6	7	5	22	7
CCDC183	15	13	13	10	18	7
CCDC182	0	0	0	1	0	0
LINC01514	0	0	0	0	0	0
CCDC184	0	0	0	0	0	1
LINC01516	0	0	0	0	0	0
NEDD8	763	901	824	924	842	1001
NEDD9	2335	2285	2039	2808	3394	2258
P2RY14	0	0	0	0	0	0
NEDD1	990	923	917	1101	1102	1099
P2RY10	0	0	0	0	0	0
P2RY11	193	163	185	238	210	298
P2RY12	0	0	0	0	0	0
P2RY13	0	0	0	0	0	0
GARNL3	83	75	80	132	121	131
CH17-360D5.1	0	3	0	2	0	0
SFR1	327	430	387	437	463	440
SHISA5	3545	4180	3645	3993	4217	4419
LMOD1	1	1	4	2	0	1
LMOD3	0	0	2	1	5	2
LMOD2	5	0	2	7	0	4
LOC105375744	0	0	0	0	0	0
LOC105375747	0	0	0	0	0	0
LOC105371050	3	4	0	1	0	0
OR5W2	0	0	0	0	0	0
LOC101928143	1958	1876	2072	2109	2357	2309
LOC101928144	0	0	0	0	0	0
RBMY1J	0	0	0	0	0	0
MIR648	0	0	0	0	0	0
MIR649	0	0	0	0	0	0
MIR645	0	0	0	0	1	0
MIR646	0	0	0	0	0	0
MIR647	4	1	0	1	0	5
MIR640	0	0	0	0	0	0
MIR641	0	0	0	7	3	5
MIR643	0	0	0	0	0	0
MIR4465	0	0	0	0	0	0
LINC00395	0	0	0	0	0	0
LINC00397	0	0	0	0	0	0
LINC00396	0	0	0	0	0	0
LINC00399	0	0	0	0	0	0
LINC00398	0	0	0	0	0	0
SLX1A-SULT1A3	0	0	0	0	0	1
TIA1	1510	1467	1588	1821	1902	1878
LOC101927143	0	4	0	0	0	0
LOC101927141	0	0	0	0	0	0
MIR4731	0	0	0	0	0	0
AGXT2	0	0	0	0	0	0
DAB2	3309	2582	3112	3364	3446	3400
DAB1	0	0	0	0	0	0
NFIA-AS2	0	0	0	0	0	0
C1RL-AS1	209	144	161	232	344	174
AADACP1	81	61	82	146	99	99
MIR7155	0	0	0	0	0	0
MIR7156	0	0	0	0	0	0
MIR7157	0	0	0	0	0	0
LOC105372833	0	0	0	0	0	0
RAB28	798	889	820	850	812	1055
RAB5C	789	937	773	896	909	1145
RAB5B	2591	2816	2787	3080	3126	3331
MIR7158	0	0	0	0	0	0
MIR7159	0	0	0	0	0	0
MIR4732	0	0	0	0	1	0
RAB29	869	1101	932	1052	990	1210
THEGL	0	0	0	0	0	0
PSG8-AS1	0	0	0	0	0	0
WNT7A	0	0	0	0	0	0
WNT7B	50	35	35	50	35	42
FAHD2CP	79	73	69	79	75	89
OSCAR	9	3	0	9	28	13
CSRNP1	3179	2790	2821	3456	3738	3947
CSRNP2	2418	2176	2026	2600	2549	2868
CSRNP3	0	0	0	0	0	0
LOC105369438	0	0	0	0	0	0
COX6C	3932	4221	3884	3857	4067	5103
BUB1	2768	2728	2562	3102	3590	3048
BUB3	5953	6314	5564	6309	6758	7181
NUPR2	0	0	0	0	0	0
NUPR1	11293	12166	10717	11656	11032	14074
ADSSL1	813	863	746	937	1151	938
NASP	6997	6782	7004	7383	7359	7916
LOC101928266	7	4	0	0	0	1
TMEM130	0	1	0	5	5	0
TMEM131	2263	2057	2065	2613	2738	2534
TMEM136	355	408	281	390	488	408
TMEM134	289	309	177	294	254	377
TMEM135	995	1018	1034	1148	1158	1226
TMEM138	795	779	815	831	751	935
TMEM139	118	119	123	108	138	156
FOXE1	0	0	0	0	0	0
FOXE3	6	3	6	0	10	0
CT45A10	0	0	0	0	1	0
DSG1-AS1	0	0	0	0	0	0
SLC35C2	2767	2627	2407	2986	3011	3239
SLC35C1	1397	1402	1537	1583	1659	1671
XK	0	0	0	0	0	0
GNRHR2	4	13	1	4	8	7
XG	0	0	0	0	0	0
C11orf88	0	0	0	0	2	0
C11orf84	1053	1097	831	1124	1102	1293
PCAT5	0	0	0	0	0	0
C11orf86	239	296	259	324	266	346
C11orf87	0	0	0	0	0	0
C11orf80	247	283	239	262	263	297
LOC101928882	0	0	0	0	0	0
LOC101928881	0	0	0	0	0	0
MUCL1	0	0	0	0	0	0
LOC101929134	33	24	14	21	48	28
LOC101929130	0	0	0	0	0	0
CRHR2	1	0	1	1	1	4
CRHR1	0	0	0	0	0	0
ANKFN1	3	0	5	6	1	0
SCGB1D1	0	0	0	0	0	0
SCGB1D2	0	0	0	0	0	0
SCGB1D4	0	0	0	0	0	0
CDYL	3857	4009	3665	4287	4334	4589
HCLS1	3	9	1	2	4	21
LOC105755953	0	0	0	0	0	0
TCP10L	0	0	0	0	0	4
TBC1D3P2	0	0	0	0	0	0
KRI1	1866	1802	1797	2039	1991	2221
TECPR1	379	463	432	481	482	475
TECPR2	481	499	504	742	691	710
LOC102724219	8	0	8	14	14	4
CDY1	0	0	0	0	0	0
C1S	256	251	245	221	302	278
COQ4	2165	2468	2144	2314	2188	2617
PAUPAR	0	0	0	1	0	0
FCHO2	1218	1191	1197	1412	1355	1594
FCHO1	107	87	54	93	84	98
URAD	0	0	0	0	0	0
HCG9	0	1	1	0	0	1
AUP1	3499	3459	3386	3738	3326	4329
LOC101927420	52	43	65	60	30	66
FOXN3-AS2	0	0	0	0	0	0
LOC100131315	13	8	7	1	33	10
LOC101928682	0	1	0	0	0	0
PNPO	258	368	257	238	378	387
APBB1IP	0	1	0	1	6	1
SKI	1843	1868	1567	2282	2567	1976
C16orf89	1	0	0	5	8	1
LIMCH1	9194	8299	8248	10298	11273	10224
C16orf82	0	0	0	0	0	0
CLDND1	1502	1589	1590	1835	2032	1963
C16orf87	714	827	810	797	894	924
CLDND2	35	24	25	27	27	23
ZFAS1	2462	2706	2572	2579	2409	3599
GEM	586	448	506	526	526	645
RIC8B	407	465	469	481	501	578
BAHCC1	14	7	5	23	17	17
PCDHGA8	0	0	0	0	0	0
PCDHGA9	3	1	0	0	0	0
PCDHGA2	0	8	0	0	1	4
PCDHGA3	0	0	0	0	0	0
PCDHGA1	6	15	5	7	34	1
PCDHGA6	0	1	0	6	0	0
PCDHGA7	0	0	1	0	0	0
PCDHGA4	0	0	0	6	1	0
PCDHGA5	0	0	1	0	1	1
LOC389602	0	0	0	3	1	1
PHF8	1583	1374	1477	1924	1801	1798
WWC2	1587	1389	1326	1693	1799	1701
PHF6	4108	3864	3892	4657	4610	5003
PHF7	60	62	93	76	80	110
PHF2	846	897	873	1003	1260	889
RABAC1	133	157	111	152	144	197
PHF1	466	540	517	663	508	757
C2CD4A	0	0	0	0	0	1
C2CD4B	0	0	0	0	0	1
C2CD4C	6	5	13	4	6	9
C2CD4D	0	0	1	0	2	0
PDZK1	25	32	60	45	32	60
RPL29P2	0	1	0	0	0	1
VARS2	1	0	0	0	0	1
CCDC162P	16	29	27	24	33	23
RPS26	7392	7892	7851	7524	6988	9485
RPS27	15843	19196	18446	16745	16703	21313
RPS24	57142	62445	60885	57247	56840	74645
RPS25	15956	18076	16951	16504	16201	22085
RPS23	7076	8100	7484	7161	7042	9489
RPS20	19213	21615	19355	19585	18308	25821
RPS21	22144	24884	21421	22977	21471	29640
RPS28	33282	36879	31165	33831	32109	44618
ATRN	1596	1664	1525	1813	2219	1930
OR1E2	0	0	0	0	0	0
OR1E1	0	0	0	0	0	0
ATRX	5921	4898	5421	6667	7045	6893
CHMP1A	1997	1998	1858	2259	2283	2391
ARHGEF9-IT1	0	0	0	0	0	0
PREB	3186	3765	3348	3688	3750	4235
PREP	1700	1634	1733	1816	1913	2018
RPL31P11	0	0	0	0	0	0
ITPK1-AS1	0	0	0	0	0	0
MIEN1	513	498	450	503	495	643
GDNF-AS1	0	0	0	0	0	0
LOC101928748	0	0	0	0	0	0
NBAS	1814	1675	1678	2102	2286	2155
NIF3L1	1049	1139	1100	1171	1135	1177
TMBIM6	38325	38275	35445	41260	40861	44841
MIR6862-2	0	0	0	0	0	0
TMBIM4	61	101	90	99	82	94
MIR3910-1	0	0	0	0	0	0
MIR3910-2	0	0	0	0	0	0
DRD4	2	0	2	0	1	0
DRD5	0	0	0	0	0	0
DRD2	0	0	0	0	0	0
DRD3	0	0	0	0	0	0
DRD1	0	0	0	0	0	0
LINC02053	0	0	0	0	0	0
SLC25A3P1	0	0	0	0	0	0
GLG1	5358	5455	4991	6673	7862	6327
TTC9C	793	1014	866	959	827	1174
TTC9B	4	5	7	17	2	8
NOSIP	1233	1323	1209	1365	1116	1697
ST7-AS1	8	12	11	6	6	14
ST7-AS2	0	5	0	0	4	3
LINC00158	0	0	0	1	0	0
ENTPD7	1008	975	1063	1167	1262	1331
ENTPD6	761	764	554	877	926	920
ENTPD5	396	357	352	438	496	411
ENTPD4	1188	1128	1190	1196	1580	1385
ENTPD3	0	0	0	0	2	0
ENTPD2	22	20	16	22	41	28
ENTPD1	208	178	202	233	243	287
ENTPD8	0	4	0	0	0	0
SNAPC3	1756	1727	1796	2037	2236	2044
SNAPC2	1025	1071	762	990	1118	1229
SNAPC1	531	517	621	540	575	573
SNAPC5	979	1056	912	1047	1014	1258
SNAPC4	801	795	803	943	949	954
RSPH10B	0	1	0	0	0	0
XIAP	3558	4146	3346	4249	5296	3883
MIR3074	0	0	0	0	0	0
HESX1	17	26	16	52	35	25
ZFP14	28	13	16	8	13	21
MHENCR	191	143	186	188	212	226
LUADT1	1	10	8	11	3	18
CAGE1	26	15	34	28	18	20
PROCR	1219	1045	1020	1066	1072	1395
ODF3	0	0	0	0	1	0
ODF2	1804	1738	1704	2001	2178	2004
ODF1	0	0	1	0	1	0
GSG1L2	0	0	0	0	0	0
ODF4	0	0	0	0	0	0
LINC00845	0	0	0	0	0	0
LINC00847	19	29	22	20	16	30
LINC00840	10	7	10	3	5	14
ATP2B2-IT2	0	0	0	0	0	0
KIF3B	2259	2306	2177	2609	3038	2483
KIF3C	239	232	259	308	296	308
KIF3A	633	646	585	625	723	719
TMEFF1	12	18	11	14	22	16
TMEFF2	0	0	0	2	0	0
STAMBP	1271	1345	1441	1334	1470	1451
TLR10	0	2	9	8	1	13
AATBC	18	19	6	22	54	9
PGM2L1	510	435	461	512	631	614
LINC02125	4	7	3	1	2	6
SUCNR1	1	6	5	4	8	2
FAM209B	2	1	1	0	5	21
TBXA2R	522	641	584	671	642	671
SEL1L	13220	15379	14319	15383	17129	17973
FAM209A	0	0	4	6	1	3
CGB8	1	0	0	0	0	0
CGB5	0	0	0	0	0	0
CGB7	1	0	1	0	1	0
PDSS2	835	744	837	861	913	1145
PDSS1	403	345	382	474	390	506
CGB3	0	0	0	0	0	0
SNORD98	0	0	0	0	0	0
SNORD99	16	18	17	12	10	19
SNORD94	5	5	5	2	15	2
SNORD95	0	0	0	0	0	0
MIR1323	0	0	0	0	0	0
SNORD97	0	0	0	0	0	0
KIAA2013	3044	2978	2792	3381	3840	3605
KIAA2012	0	2	5	0	3	1
SNORD92	0	0	0	1	0	3
SNORD93	0	2	0	0	0	2
LOC100128714	0	0	0	0	0	0
MIR3199-1	0	0	0	0	0	0
MIR3199-2	0	0	0	0	0	0
CENPVL2	0	0	0	0	0	0
KC6	0	0	0	0	0	0
EMP2	3475	3423	3316	3515	3680	4380
ADGRB2	213	135	155	192	175	204
EMP1	927	730	924	914	776	1044
TMSB4X	22096	22487	24069	23598	20720	30019
TMSB4Y	0	0	0	0	0	0
CCDC22	593	639	621	663	756	711
CCDC25	1868	1993	1872	2141	2089	2220
CCDC24	189	140	136	238	277	171
CCDC27	0	0	0	4	0	0
CCDC26	0	0	0	0	0	0
VHL	5268	6486	5200	6696	6888	6669
FIBIN	15	23	21	25	31	23
LINC02142	0	0	0	0	0	0
LINC02143	0	0	0	0	0	0
LINC02140	0	0	0	0	0	0
LINC02141	0	0	4	0	0	0
LINC02145	0	1	0	2	5	0
CDKN3	779	766	718	714	747	903
LINC02148	0	0	0	0	0	0
LRRC66	2	0	1	0	0	1
HNMT	2	1	4	7	1	4
UBE2G2	2227	2340	2043	2434	2647	2601
UBE2G1	2864	2933	2662	3063	3178	3704
KCTD20	3112	2981	2798	3767	3983	3558
KCTD21	117	124	148	123	175	157
LOC100506688	0	0	0	0	0	0
LOC101929798	0	1	2	0	1	0
DCAF5	1328	1225	1300	1397	1647	1723
NEDD8-MDP1	0	0	0	0	0	0
LOC100506682	0	0	4	0	0	0
CYP20A1	614	642	569	722	843	599
RANBP3L	2	5	0	0	7	0
HEPHL1	0	1	4	6	2	0
LRRC3-AS1	0	0	0	0	2	0
LOC729603	71	89	98	96	161	115
CEBPZ	2944	2731	3194	3148	3242	3508
SGPL1	3156	3103	2790	3450	4146	3471
APBB1	2	1	12	8	13	8
APBB2	1716	1513	1517	2023	2010	2108
NT5C1B-RDH14	0	0	0	0	0	0
LINC01495	0	0	0	0	0	0
LINC01494	0	6	0	0	0	0
LINC01497	0	0	0	0	0	0
LINC01491	0	0	0	0	1	0
LINC01490	0	0	0	0	0	0
LINC01493	0	0	0	0	0	0
LINC01492	0	0	0	0	0	0
LINC01499	0	0	0	0	0	0
LINC01498	0	5	0	0	1	0
UNKL	781	890	680	957	1058	939
WDR6	4478	4295	3938	5249	5481	5600
WDR5	2634	3047	2387	3101	3310	3368
WDR4	826	989	821	947	1068	1028
WDR3	2614	2453	2388	2905	2905	2877
DIAPH1	6869	6038	6656	7850	7618	8312
WDR1	14044	14453	13900	15319	15927	18198
DIAPH3	1478	1346	1473	1790	1730	1735
SMR3B	0	0	0	0	0	0
SMR3A	0	0	0	0	0	0
COX6A1	1425	1654	1266	1617	1429	1902
COX6A2	0	0	0	0	0	0
LINC01729	0	0	0	0	0	0
LINC01728	0	0	0	0	0	0
POU2AF1	0	0	0	0	0	6
LINC01723	0	0	0	0	0	0
LINC01722	0	0	0	0	0	0
LINC01721	0	1	0	0	0	3
LINC01720	0	0	0	0	0	0
LINC01726	0	0	0	0	0	0
LINC01725	0	0	0	0	0	0
XRRA1	308	287	348	337	384	434
NDNF	0	0	0	0	1	0
MAGEE2	0	0	0	0	0	0
MAGEE1	0	0	0	0	0	0
XIST	4	0	0	0	0	0
CD27-AS1	106	70	80	91	98	111
LOC100505915	1	0	0	3	0	1
LOC105371795	22	26	36	30	64	42
SNX31	1	3	1	0	0	0
SNX30	1117	999	1127	1203	1334	1344
SNX33	901	863	755	1104	1426	1074
SNX32	12	5	16	11	7	1
IRGQ	447	510	433	566	685	703
CHRAC1	2270	2108	2027	2280	2430	2731
IRGC	0	1	1	10	4	4
IRGM	4	0	4	3	7	4
LOC105371242	0	0	0	0	0	0
APELA	0	0	0	0	0	2
LINC00458	0	0	0	0	0	0
C1orf145	17	16	13	20	14	15
C1orf146	1	0	0	0	0	1
C1orf140	2	8	5	4	6	1
C1orf141	0	0	0	0	0	0
LOC105378325	0	0	0	0	0	0
GABRR1	0	0	0	0	0	0
GABRR2	36	27	23	19	25	26
GABRR3	0	0	0	0	0	1
LOC105378328	0	0	0	0	0	0
TRIM59	176	131	156	173	146	212
TRIM58	1097	955	957	1265	1250	1145
TRIM55	0	0	1	0	0	0
TRIM54	29	45	27	29	23	44
TRIM56	1190	1305	959	1661	2316	1206
RNASET2	48	90	56	99	95	92
TRIM50	0	0	0	0	0	0
TRIM52	201	199	200	216	347	209
CCNDBP1	1099	1239	1009	1164	1237	1217
NUS1	7149	7820	6660	7841	8095	8872
NREP	37	29	54	38	56	59
ATP6V1E1	2684	2871	2796	2824	2788	3568
ATP6V1E2	148	189	227	212	244	190
KRTCAP2	26	21	24	26	45	27
KRTCAP3	0	5	1	1	6	1
LOC100996792	0	0	0	0	0	2
CYS1	4	1	2	7	8	11
MAB21L1	0	0	0	0	0	0
MAB21L2	0	0	0	0	0	0
MAB21L3	40	14	35	26	26	49
HSD17B8	146	192	99	134	174	168
HMGCL	509	641	510	513	620	600
PRMT3	2232	2399	2299	2520	2511	2719
HSD17B1	58	53	46	46	69	49
HSD17B2	0	1	0	0	0	0
HSD17B3	0	0	0	0	0	0
HSD17B4	3793	4032	3816	3976	4093	4815
HSD17B6	60	45	55	58	50	88
HSD17B7	342	388	390	335	361	485
ALDH3B2	0	0	0	1	1	10
ALDH3B1	1554	1893	1492	1709	2306	1896
LOC101929584	0	0	0	0	0	0
LOC101929586	0	0	0	0	0	0
ZNF219	528	394	491	566	592	559
PARD3	2772	2698	2580	3039	3307	3201
LOC101928185	0	0	0	0	0	0
PSKH2	0	0	0	0	0	0
PSKH1	395	422	385	467	497	449
IL1RL1	0	0	1	0	0	1
IL1RL2	0	0	0	0	0	0
PEBP1	10302	10488	10122	11019	10708	12931
PEBP4	0	1	4	1	0	0
CEP192	1089	956	1017	1086	1113	1200
UTP14A	2559	2785	2570	2991	2927	3424
TNFRSF21	1382	1215	1177	1500	1444	1375
UTP14C	0	0	0	0	0	0
TNFRSF25	52	67	36	56	53	44
PROSER1	2356	2050	2154	2497	2712	2511
PROSER2	2153	2324	2053	2486	2507	2768
PROSER3	261	295	183	265	424	273
CNOT1	11432	8478	10395	13292	13625	12776
SLX4IP	295	292	264	302	370	328
MAMLD1	700	581	545	807	914	758
CNOT4	1623	1183	1692	1643	1573	2044
HUS1B	23	11	22	14	34	23
SLC29A4	6	9	15	9	26	4
SLC29A3	174	184	167	210	195	202
SLC29A2	475	460	498	620	512	653
SLC29A1	1603	1726	1541	2016	2032	2030
RSC1A1	0	0	0	0	0	0
C6orf201	3	3	0	2	2	1
CFAP157	30	14	14	38	22	30
C6orf203	289	362	360	352	453	389
MRAS	224	331	191	296	309	253
MRAP	0	0	0	1	1	0
SARM1	101	66	106	136	157	76
BUB1B-PAK6	0	0	0	0	0	0
LOC104968399	20	6	2	8	5	0
RFC5	1779	1764	1743	1954	2154	2206
HTN3	0	0	0	0	0	0
HTN1	0	0	0	0	0	0
RFC1	3836	3807	3933	4300	4379	4501
ZFHX3	1957	1432	1552	2196	2809	2141
ZFHX2	1	1	2	13	14	0
CBX8	743	769	651	885	844	887
CBX7	60	60	18	20	59	49
CBX6	1025	1200	939	1369	1299	1288
CBX4	8062	8704	7908	9066	8814	10557
CBX3	6925	7224	6960	7604	7379	8748
CBX2	1222	1182	1168	1464	1369	1513
CBX1	2236	2295	2148	2438	2692	2753
CLASRP	1808	1565	1771	1866	1849	2180
CKS2	2611	2479	2659	2688	2632	3317
ACADSB	247	202	216	238	284	236
LINC00954	0	0	0	1	1	0
ERICH6-AS1	13	7	14	8	6	7
SHOC2	1549	1570	1532	1739	1793	1785
HKR1	353	441	402	400	499	450
CDH23-AS1	0	0	0	0	0	0
ERCC8	255	229	222	239	236	231
OR10Z1	0	0	0	0	0	0
ERCC1	849	914	733	1003	933	977
ERCC2	1243	1149	1104	1362	1339	1457
ERCC3	2075	1901	1806	2370	2182	2367
ERCC4	853	840	867	921	1046	983
ERCC5	65	93	58	103	117	101
ERCC6	1744	1435	1605	2050	1958	1815
MRPS17	164	164	201	177	147	241
MRPS16	4129	5028	3832	4551	4657	5187
MRPS15	3231	3402	3266	3404	3476	4357
CD247	1	0	1	4	0	0
MRPS12	1718	1961	1659	1771	1732	2157
MRPS11	1053	1238	1119	1170	1210	1433
MRPS10	3178	3282	3053	3409	3717	3839
CD248	0	0	0	0	0	0
KIAA0922	587	546	685	667	693	872
PFKP	14068	13278	12799	15800	17227	16709
PFKM	6330	6050	5879	6711	7079	7488
PFKL	3478	3715	3031	3798	4191	4165
PRIMPOL	124	136	161	164	142	195
SNURF	0	0	0	0	0	0
LOC105376171	4	1	0	0	1	2
WARS	16880	18534	16413	17844	19032	21742
THOP1	7087	7275	6541	7689	7699	8740
CLEC4M	6	0	0	0	0	0
CLEC4G	0	0	0	0	0	0
CLEC4F	0	0	0	0	0	0
CLEC4E	0	0	0	0	0	0
CLEC4D	0	0	0	0	0	0
CLEC4C	0	1	0	0	0	0
CLEC4A	0	0	0	0	0	0
SSR1	14095	15422	14287	15400	15919	18099
SSR2	7172	7838	7278	7337	7189	8723
SSR3	12641	14757	12682	13235	14062	16151
SSR4	10425	12208	10714	11133	10815	14004
CTTNBP2NL	1420	1277	1340	1477	1942	1557
CASP8AP2	2504	2152	2450	2995	2859	2874
MIR4698	0	0	0	0	1	0
APOC4	0	0	0	0	0	0
APOC3	0	0	1	1	0	0
APOC1	25	38	18	37	27	49
MIR551B	0	0	0	0	0	0
MIR551A	0	0	0	0	0	0
USB1	1692	1919	1864	1995	2149	2271
POU6F2	0	0	0	0	0	0
ZFPM2	25	35	52	46	47	53
POU6F1	162	149	162	203	169	233
KLHDC10	2102	1930	2112	2348	2477	2492
ZFPM1	544	604	458	588	614	664
HIF1A-AS1	0	3	3	4	0	1
LOC100505585	1380	1357	1167	1407	1391	1605
MIR3918	0	0	0	0	0	0
MIR3919	0	0	0	0	0	0
MIR3915	0	0	0	0	0	0
MIR3917	6058	6151	6510	5983	6258	7912
MIR3911	0	0	0	0	0	0
MIR3912	0	0	0	0	0	0
PAGE4	0	0	0	0	0	0
PAGE5	0	0	0	0	0	0
PAGE2	0	0	0	0	0	0
PAGE3	0	0	0	0	0	0
SPDYE2B	2	1	0	1	7	0
PAGE1	1	0	0	0	0	0
MIR548X2	0	0	0	0	0	0
LINC01128	318	333	294	400	434	481
LINC01125	88	64	68	122	101	75
LINC01124	0	0	0	0	1	0
LINC01126	15	24	15	21	7	11
LINC01121	4	6	0	2	1	1
LINC01123	210	192	192	270	222	249
LINC01122	1	4	0	0	0	0
PGK2	0	0	0	0	0	0
PGK1	51300	54071	48394	56493	65196	62326
BECN1	992	1003	895	1155	1023	1200
BECN2	0	0	0	0	0	0
RPP25L	811	967	646	773	955	1068
BSN-AS2	0	4	4	1	3	7
DEUP1	0	0	1	0	0	0
MIR4641	0	0	0	0	0	0
MIR4640	1763	1605	1394	2055	2091	2041
MIR4643	0	0	0	0	0	0
MIR4642	0	0	0	0	0	0
MIR4645	9	2	1	5	3	5
MIR4644	0	0	0	0	0	0
MIR4647	2675	2561	2211	2534	2876	3263
MIR4646	0	0	0	0	0	0
MIR4649	8	5	6	2	2	6
MIR4648	0	0	0	0	2	0
FAAP100	739	920	683	906	1070	975
OXA1L	5590	5948	5477	5947	6378	7117
SCRN3	729	672	710	807	895	928
C6orf52	31	21	13	33	26	26
DOCK10	398	379	385	444	445	386
DOCK11	1473	1591	1728	1900	1787	1944
C6orf58	0	6	0	0	1	0
LPAL2	78	64	58	94	121	55
LINC00298	0	0	0	0	0	0
LINC00299	0	0	0	0	0	0
LINC00294	360	346	336	288	373	444
LINC00297	0	0	0	0	0	0
LINC00290	0	0	0	0	0	0
DPM2	1206	1312	1155	1298	1283	1531
DPM1	2903	3191	3058	2860	2929	3617
LINC00293	0	0	0	0	0	0
RABGEF1	87	111	80	95	95	140
TCP11X2	0	0	0	0	0	0
MIR212	5	0	0	0	1	1
MIR211	0	0	0	0	0	0
MIR210	0	0	0	0	0	2
MIR217	0	0	0	0	0	0
MIR215	0	0	0	0	1	0
TBC1D9B	5717	5075	5031	6525	7197	6258
CDH11	0	0	0	0	0	0
CDH10	1	0	1	0	1	0
CDH13	394	321	429	403	473	565
CDH12	0	0	0	0	1	5
CDH15	23	79	41	29	61	78
CREG1	3040	3507	2908	3622	3479	3799
CREG2	265	174	262	228	257	201
CDH16	0	0	0	1	1	1
CDH19	0	0	1	0	1	0
CDH18	0	0	0	0	0	0
OR4A16	0	0	0	0	0	0
OR4A15	0	0	0	0	0	0
LOC642426	0	0	0	0	0	0
NIPBL	8489	7369	8114	9444	9726	10081
MBP	3081	2897	2795	3350	3316	3486
RBCK1	2790	2991	2397	3315	3293	3529
MIR646HG	0	0	0	0	0	2
OR7E12P	0	0	0	0	0	0
TAF7L	1	5	5	0	5	10
HRASLS	0	0	0	0	0	0
COMMD10	528	542	559	555	589	627
CKAP2	2894	2755	2637	3168	3203	3212
HTR1E	0	0	0	0	0	0
HTR1F	0	0	0	0	0	0
HTR1A	0	0	0	0	0	0
CKAP4	3208	3425	3181	3675	3560	4124
CKAP5	10581	9546	9921	12397	13009	12615
BCL2L1	3035	3211	3129	3490	3183	4066
BCL2L2	689	782	624	943	907	840
MIR3198-1	0	0	1	0	0	0
LOC105377348	24	19	29	8	15	29
MIR3198-2	4248	4577	4283	5156	6291	5369
ATP23	120	96	79	97	66	102
LOC101927159	0	0	0	0	0	0
ITSN1	2039	1611	2191	2204	1997	2421
ITSN2	1867	1742	1886	2118	2387	2198
PRAF2	176	221	208	206	216	231
NEGR1	57	61	74	98	85	90
LOC102723604	0	0	0	0	0	0
MIR1260A	0	0	0	0	0	0
FAM193A	1192	960	920	1270	1350	1269
FAM193B	1004	1085	1132	1117	1184	1360
MIR1260B	0	0	0	0	0	0
TREH	0	2	1	5	5	3
HAVCR1P1	1	1	0	1	1	0
MIR1288	0	0	0	0	1	0
MIR1286	0	0	0	0	0	0
MIR1287	146	137	127	113	121	135
MIR1284	0	0	0	0	0	0
MIR1282	0	0	0	0	0	0
MIR1281	3997	2970	3598	5003	5355	4500
LOC401127	2	1	1	7	11	3
MEFV	14	31	36	29	18	40
MIR4436A	0	0	0	0	0	0
AFAP1L1	762	767	804	893	886	1023
AFAP1L2	0	2	17	9	4	5
PCMT1	5550	5415	5295	5527	5477	6952
SLAIN2	1838	2021	1942	2209	2295	2341
SLAIN1	0	0	0	0	0	0
LOC105376430	0	7	3	3	2	1
FLVCR1-AS1	53	71	32	60	62	47
LOC102724890	4	0	5	0	0	1
CPA2	5	10	0	0	0	9
CPA3	0	1	9	2	11	1
CPA1	0	0	0	0	0	0
CPA6	0	0	0	0	0	0
LOC343052	0	0	0	0	0	0
CPA5	0	1	5	2	0	9
OSM	1	0	2	3	0	2
OS9	4935	5845	5086	5624	6093	6212
SH2D4A	2688	2441	2405	2981	3043	3029
SH2D4B	0	0	0	0	0	0
NPHS2	0	0	0	0	0	0
LOC100506725	0	0	0	0	0	0
ARG1	5	1	2	0	1	2
ARG2	238	179	193	247	189	256
TMEM50B	407	511	413	475	470	511
TMEM50A	4453	4884	4436	4615	4869	5452
GON4L	1780	1569	1632	1916	1864	1950
ABL1	4207	4136	3655	5067	6144	4590
ABL2	7036	5049	6393	7777	7902	7556
TMED7	6935	7306	7639	7738	7699	9191
TMED6	21	30	30	32	32	24
IL9R	0	0	0	0	0	0
TMED4	2096	2322	1900	2437	2480	2562
TMED3	6352	6565	6025	6628	6718	7672
TMED2	13342	15185	13767	14469	15044	17878
TMED1	569	516	439	550	618	639
ARPP19	6484	6424	6237	7485	8051	7537
BAIAP2L2	78	53	65	45	48	75
BAIAP2L1	3113	3209	3147	3235	3546	3770
HNRNPU	21139	21334	21315	23758	24532	25109
TMED9	9979	11413	9173	10277	10267	13015
TMED8	1343	1312	1220	1453	1850	1559
SLC6A18	0	0	0	0	0	0
FASN	8484	7168	7815	9442	8590	9929
HNRNPM	11115	11277	10967	11933	10839	13992
